company_name,registered,company_age,valid_address,domain_age,listed_in_gov_db,has_audited_reports,is_fraud
Ayala Ltd,0,7,1,19,1,1,0
Gonzalez Group,1,39,1,3,0,0,1
Bartlett-Rice,1,24,0,18,1,0,0
"Pollard, Rocha and Campos",0,42,0,16,0,1,1
Anderson PLC,0,36,0,2,0,1,1
Bauer Ltd,0,3,1,15,1,1,1
"Butler, Adams and Smith",1,12,0,11,0,1,1
"James, Burton and Kennedy",1,9,1,9,0,1,0
"Lowery, Blair and Ramirez",0,22,0,1,0,1,1
"Fisher, Young and Robinson",0,30,1,18,0,1,0
Gonzalez-Farley,1,24,0,15,0,0,1
"Valdez, Kelly and Dixon",1,23,1,0,0,0,0
"Travis, Romero and Robertson",1,45,0,5,1,0,1
"Lee, Valdez and Bowman",1,38,0,16,0,1,1
"Graves, Wong and Henderson",1,3,1,11,1,1,0
Bates and Sons,0,3,1,18,1,1,0
Fletcher-Martinez,0,46,1,6,0,0,1
King Ltd,0,14,0,11,0,0,1
"Morgan, Walker and Cohen",1,10,1,19,1,1,0
Braun-Hall,1,45,0,17,0,1,1
Wilson and Sons,1,40,0,7,0,0,1
"Brown, Ferrell and Kaufman",0,10,1,11,0,1,1
"Smith, Smith and Cooper",0,20,1,20,1,0,0
"Marsh, Mendez and Payne",0,42,1,3,0,1,1
"Costa, Hess and Phillips",1,34,0,20,0,0,1
Frost Inc,1,43,1,7,0,0,0
Irwin-Gibbs,1,37,0,8,0,1,0
"Kelly, Frazier and Vega",0,22,1,18,0,1,1
Lewis LLC,0,1,0,9,1,1,0
"Garcia, Long and Waller",1,4,1,13,1,1,1
Trevino Ltd,1,7,0,18,1,0,1
Mccullough-Mathis,0,20,0,6,1,0,0
Fox-Morris,0,31,0,19,1,1,0
Wells and Sons,1,45,0,15,1,0,1
Gonzalez-Hampton,1,40,1,7,0,0,1
"Ellison, Herring and Villegas",0,48,1,5,0,0,1
"Hubbard, Rocha and Young",1,23,0,19,1,1,0
Tran-Glover,0,8,0,11,0,1,1
"Rodgers, Montes and Little",0,36,0,8,0,1,1
Garrison Inc,1,31,1,4,1,1,0
Delgado LLC,0,10,1,19,1,1,1
Gonzalez Ltd,1,7,1,18,0,1,0
White-Robinson,1,29,1,4,1,1,0
"Gordon, Mcmahon and Hughes",1,27,0,8,1,1,0
Mcgrath Group,1,23,1,20,1,0,0
"Nelson, Johnston and Holloway",0,42,0,1,1,0,1
Gregory-Bailey,1,35,0,0,0,1,1
Hatfield and Sons,0,11,0,4,1,0,1
Steele and Sons,0,34,1,11,1,1,0
Marshall-Sherman,0,42,1,5,1,1,1
Robinson and Sons,0,36,1,4,1,1,0
"Wood, Johnson and Meyers",0,24,0,11,1,1,0
Wade Group,0,21,0,17,0,0,1
Gay PLC,0,11,0,4,0,0,1
Anderson-Thompson,1,28,0,17,1,1,1
Williams-Underwood,1,6,1,14,1,1,0
"Harrison, Byrd and Mason",1,46,1,18,0,0,1
Thompson Inc,0,30,1,4,0,0,1
"Smith, Williams and Miller",1,0,1,8,1,1,0
Hardy Ltd,0,34,1,12,0,0,1
Martinez-Hudson,1,29,0,1,0,1,1
Becker PLC,1,34,1,2,1,1,0
Bell Inc,1,3,1,19,1,0,0
Howard Inc,1,24,0,11,1,1,1
Morris and Sons,1,12,0,15,0,1,0
Johnson Group,0,17,1,9,1,0,0
"Medina, Wright and James",1,45,1,6,0,1,0
Shelton and Sons,1,13,1,2,1,1,0
Young Ltd,1,11,0,4,0,0,1
Hester Ltd,1,43,1,7,1,0,0
Barnes-Carter,0,37,1,5,1,1,0
Simmons PLC,1,11,0,1,1,1,0
Lewis-Collier,0,6,0,11,0,0,1
Bell Inc,1,3,1,19,1,0,0
Carr-Rose,0,48,1,11,0,1,0
Murphy Ltd,1,10,0,11,0,0,1
Harmon-Tran,0,16,0,13,0,0,1
Moreno Ltd,1,32,0,14,1,0,1
Allen-Gonzalez,0,29,1,13,1,0,0
Riley-Armstrong,1,39,1,20,1,0,0
Henderson Ltd,0,42,1,7,1,0,0
Martinez-Anderson,1,46,0,8,1,1,0
Davis-Miller,1,26,1,3,1,0,0
Adams PLC,1,2,0,17,1,1,0
Stafford LLC,0,41,0,18,0,0,1
Gray-Short,0,31,0,9,1,0,1
"Todd, French and Hill",0,42,0,16,1,0,1
"Allen, Zimmerman and Blake",0,33,1,3,1,0,1
Dominguez-Jones,1,50,1,9,1,0,0
Alvarez PLC,1,0,0,9,1,1,0
"Ruiz, Gilmore and Nguyen",0,35,1,13,1,1,0
Mcmahon-Simmons,0,15,1,2,1,1,0
"Baird, Gray and Crawford",1,28,1,2,1,1,0
Johnson-Gardner,1,35,1,0,1,0,1
"Cole, Lee and Davis",0,41,0,5,1,1,0
Fitzgerald-Jenkins,0,24,1,14,0,1,1
Raymond LLC,0,21,0,17,1,1,1
Church PLC,1,29,0,0,0,0,1
Ross PLC,0,9,1,8,1,1,0
Lee-Melendez,1,48,1,13,1,0,0
"Sandoval, Parker and Berry",1,13,1,2,0,0,1
Jackson PLC,1,25,1,18,0,1,0
"Glenn, Garza and Lopez",0,34,0,0,1,0,1
Green-Neal,0,7,0,10,0,0,1
Ruiz-Ward,1,28,1,8,0,0,1
"Adams, Williams and Stevens",1,15,1,11,1,1,0
Shelton and Sons,1,13,1,2,1,1,0
Nelson-Kim,0,30,1,8,0,0,1
Mitchell Inc,0,14,0,10,0,1,1
Hayes-Martinez,0,16,1,9,1,0,1
"Dalton, Walker and Chang",0,18,1,0,0,1,1
Ryan-Brown,1,47,1,0,1,1,1
Barton-Walker,1,4,1,14,0,1,0
"Hart, Murphy and Andrade",1,37,1,18,0,0,1
"Patel, Rodriguez and Marshall",0,18,1,15,1,1,1
"Murray, Vasquez and Jackson",1,43,1,7,0,1,1
Shaffer LLC,0,12,0,0,1,0,1
"Maldonado, Blackburn and Avila",1,24,1,3,1,1,1
Hughes and Sons,1,45,1,8,1,1,0
Sims and Sons,1,13,0,2,1,0,0
"King, Weiss and Jackson",1,48,0,5,0,0,1
Bailey LLC,0,0,1,12,1,1,0
Munoz-Fitzgerald,0,34,0,1,1,0,1
"Jensen, Smith and Munoz",0,13,0,17,1,1,1
Jackson LLC,0,48,1,9,1,1,1
Garcia PLC,0,20,0,4,1,0,1
Wilson and Sons,0,30,0,3,1,1,1
Gilbert-Evans,1,36,0,19,0,0,1
Webb Inc,1,17,0,7,1,1,1
"Bailey, Camacho and Ashley",0,31,1,3,1,1,1
Robinson and Sons,0,36,1,4,1,1,0
Jacobs-Martinez,0,34,1,2,1,1,1
"Miller, Martinez and Miller",0,1,1,19,1,1,1
Stuart-Jones,0,39,0,19,0,0,1
Paul LLC,1,24,1,6,0,0,0
Bolton-Roberts,1,2,0,16,0,0,1
Shea-Kim,0,19,1,4,0,1,1
Chambers LLC,1,9,1,10,0,1,1
Pearson-Pena,1,8,1,1,0,0,1
Fuentes LLC,1,29,1,9,1,0,0
Scott Inc,0,5,0,16,0,1,1
"Wells, Daniels and Weaver",0,33,0,6,1,0,1
"Dillon, Torres and Meyer",1,41,1,19,1,0,0
Rogers-Chan,1,50,1,9,1,0,0
Harper-Stewart,0,22,1,2,1,0,0
Dunlap PLC,1,18,0,15,0,1,0
Miller-Parker,0,19,0,7,1,0,1
Weber-Aguirre,1,28,0,2,0,1,1
"Sutton, Gonzalez and Colon",1,11,1,15,1,0,0
"Dixon, Ramirez and Sanders",0,32,0,6,0,0,1
"Roberts, Hernandez and Valentine",1,20,1,13,0,0,1
Freeman LLC,1,49,0,5,1,1,1
Scott-Moreno,1,25,0,11,1,0,0
Bates and Sons,0,3,1,18,1,1,0
Coleman-Hogan,1,27,1,14,1,0,0
"Boone, Branch and Harper",1,42,1,0,0,0,1
Jennings-Herman,0,4,1,2,1,0,0
Mcgee and Sons,0,1,1,10,1,0,1
Davis-Brown,0,12,0,18,0,0,1
Jenkins PLC,1,30,1,1,1,0,1
"Mayer, Smith and Moran",0,6,0,4,0,0,1
Miller-Whitaker,0,5,1,3,1,0,0
Dennis Ltd,1,42,1,2,1,0,1
Hurley-Lindsey,1,37,1,12,0,1,1
"Gibson, Murray and Wong",0,22,0,5,0,0,1
Cowan-Burke,1,8,1,10,0,1,0
Thomas-Palmer,1,48,1,17,1,1,1
Saunders-Cross,0,46,1,20,0,0,1
Coleman Inc,1,22,0,18,0,1,1
Sweeney PLC,1,10,1,17,1,0,0
Moore and Sons,0,16,1,20,0,0,1
English-Bennett,0,8,1,18,1,1,0
Avila and Sons,1,50,0,12,1,1,1
Jackson Inc,0,4,0,7,0,0,1
Graves and Sons,0,14,0,2,0,0,1
Nichols-Perez,1,13,1,11,0,0,0
Simmons-Yang,0,21,1,15,1,1,0
"Hanson, Ayala and Perry",1,13,1,4,0,0,1
Evans LLC,1,9,0,20,1,0,0
Hays LLC,1,49,0,11,1,0,0
Garrison Inc,1,31,1,4,1,1,0
"Jackson, Townsend and Rose",1,22,1,12,0,1,0
Gonzalez Ltd,1,0,0,6,1,1,1
Scott-Aguilar,1,7,0,6,0,1,1
Guerrero LLC,1,28,1,8,0,0,0
Thomas-Phillips,1,1,1,15,1,0,0
Palmer-Murphy,1,19,1,12,0,1,1
"Carlson, Martin and Pierce",0,22,0,18,1,0,1
Howe and Sons,0,36,0,8,1,1,1
Hunter and Sons,1,42,0,14,0,1,0
Wong-Allen,0,14,1,12,1,1,0
"Hogan, Schaefer and Robinson",1,38,0,20,1,1,1
"Pearson, Walsh and Campbell",1,10,1,11,1,1,0
Logan-Martinez,0,50,1,0,1,1,0
"Kelly, Rivera and Rogers",1,8,1,18,0,1,0
"Henson, Dawson and Thompson",1,24,1,9,1,1,1
Daniels-Spencer,0,33,1,12,1,1,0
"Ritter, Clark and Turner",1,21,1,12,0,1,1
Garcia-Graves,1,19,1,0,0,1,0
Smith-Miles,1,42,0,13,0,1,0
"Gordon, Johns and Atkinson",1,9,1,16,0,0,0
"Sweeney, Pham and Santos",1,16,1,17,0,1,1
Brown-Mcmahon,1,26,0,8,0,0,1
"Harris, Anderson and Parks",1,45,1,17,0,0,1
Powers PLC,1,43,1,2,1,1,0
Harris-Kramer,0,6,1,11,0,1,1
Frank-Krause,1,2,0,11,0,1,1
Grimes Group,0,25,0,15,1,0,1
Smith-Roth,1,4,1,20,1,0,1
Stewart Ltd,0,6,1,11,0,1,1
"Myers, Montgomery and Bradley",0,44,0,10,0,1,1
Berger PLC,0,36,1,6,1,0,0
Smith-Pollard,0,41,1,17,1,1,1
"Freeman, Thomas and Miller",1,32,1,8,0,1,1
Bates-Rodriguez,1,38,1,16,1,1,0
"Elliott, Ramirez and Rogers",1,38,1,12,1,1,0
Rodgers Group,1,41,0,11,0,1,1
Finley-Wood,0,27,1,20,1,1,1
"Johnson, Ortega and Chase",1,21,1,10,1,0,0
"Reese, Meza and Coleman",1,25,0,13,1,1,0
Sanders-Harris,1,25,1,6,0,0,0
Miller Inc,0,19,1,6,0,0,1
"Garcia, Harrell and Nelson",0,4,1,8,0,1,1
Calderon-Knapp,1,0,0,15,1,1,0
Thomas-Walters,0,9,0,8,1,1,0
"Kelly, Bailey and Lee",1,26,0,11,0,1,1
Roth PLC,1,47,1,15,0,0,1
Guerrero Inc,0,44,0,20,0,0,1
Santiago-Harrington,0,14,1,0,0,1,1
Johnson LLC,1,50,0,5,1,0,0
Richards Ltd,1,29,0,17,1,0,0
"Smith, Smith and Lawrence",1,21,0,7,1,1,1
Briggs-Johnson,1,4,1,20,1,0,0
Frost Inc,1,43,1,7,0,0,0
Williams-Herring,1,18,0,6,1,1,0
Barnes-Snyder,0,48,1,1,0,1,1
"Romero, Snyder and Bailey",0,24,0,16,1,1,1
Thompson PLC,1,17,1,10,0,1,1
"Stevens, Robinson and Berry",0,42,1,16,0,1,1
Lee-Thomas,1,30,1,1,1,1,0
Simpson Inc,0,44,0,12,1,0,1
Rose LLC,0,23,0,20,0,1,1
Rios Ltd,1,24,0,9,1,0,0
Fisher Group,0,15,0,8,1,1,1
"Rodriguez, Gibson and Wallace",0,39,0,8,1,0,1
"Johnson, Bell and Baird",0,30,1,14,1,1,0
Mills-Chen,1,29,1,2,1,1,1
Brown PLC,0,33,1,7,1,1,0
"Reeves, Burton and Page",1,1,1,2,0,1,0
Li Inc,1,46,1,7,0,0,1
Diaz Ltd,1,6,1,6,0,0,1
"George, Hernandez and Boyle",1,34,1,6,1,1,0
Mckenzie and Sons,0,6,1,11,0,0,1
Bridges-Davidson,1,30,1,20,1,1,0
Brown PLC,0,33,1,7,1,1,0
"Williams, Morris and Hoover",0,13,0,12,1,1,1
Reid Group,0,28,0,12,0,0,1
Chavez Ltd,1,26,0,2,1,1,0
Aguilar-Hunter,0,31,1,11,0,1,1
Adams LLC,1,46,0,17,0,1,0
Garcia-Graves,1,19,1,0,0,1,0
"Singh, Fletcher and Anderson",1,48,1,2,1,1,0
Hernandez-Ferrell,0,38,0,4,1,1,1
"Long, Ramos and Maldonado",1,5,1,15,0,0,1
Hayes-Rollins,1,10,1,1,1,0,1
Alvarez PLC,1,0,0,9,1,1,0
Jimenez and Sons,1,5,0,7,0,1,1
Thompson-Bird,1,1,0,1,0,1,1
"Fowler, Smith and Walsh",1,25,0,9,1,1,0
Edwards-Morrison,0,19,1,6,0,1,1
Mcgrath Group,1,23,1,20,1,0,0
Frazier-Maxwell,0,40,1,0,0,1,0
Meyers-Marshall,0,43,1,11,1,1,1
"Murphy, Townsend and Jones",1,43,0,19,1,0,1
Johnson PLC,0,7,1,7,1,0,0
Scott-Mcclain,0,34,0,16,1,1,0
Pacheco Inc,1,11,1,8,0,1,0
Pitts Inc,0,9,1,0,0,0,1
"Cortez, Morton and Miller",0,41,0,12,1,0,1
Cochran Ltd,1,5,1,1,1,0,1
Singh-Walker,0,4,0,20,1,0,1
Mcgrath Group,1,23,1,20,1,0,0
Rivera LLC,0,36,0,18,0,0,1
Smith and Sons,1,46,1,12,0,1,0
"Smith, Crosby and Meyer",1,46,1,6,1,0,1
"Rhodes, Martin and Kim",1,47,1,7,1,0,0
Moore LLC,0,9,0,6,1,0,1
"Edwards, Stewart and Carter",1,0,1,2,1,1,0
Hughes and Sons,1,45,1,8,1,1,0
Stokes Group,0,49,1,7,0,1,1
"Meyer, English and Miller",1,32,0,16,0,0,1
Horne and Sons,1,12,1,19,1,1,0
"Carrillo, Fernandez and Davis",1,5,0,11,1,0,0
Moore-Holland,1,44,1,19,1,0,1
"Johnson, Bell and Baird",0,30,1,14,1,1,0
"Hernandez, Anderson and Jones",0,12,1,7,1,1,0
"Thomas, Doyle and Mitchell",0,16,0,16,0,0,1
"Lopez, Hobbs and Morris",0,7,1,4,0,1,0
Harris Inc,1,39,1,10,0,1,0
Acosta and Sons,0,23,1,10,1,0,1
"Miller, Gray and Brown",0,14,1,15,1,1,0
Delacruz Inc,1,9,0,8,1,0,1
"Smith, Mcgrath and Davis",0,0,1,17,1,0,1
Salazar-Brown,0,41,1,16,1,1,1
"Fisher, Ferguson and Schmitt",1,47,0,17,1,1,0
Parks Group,0,50,0,17,0,0,1
"Sullivan, Mcintyre and Wagner",0,44,1,13,1,0,1
"Davis, Burke and Brown",0,37,1,3,1,1,1
Miller Inc,0,42,0,1,1,1,0
"Walters, Smith and Farmer",1,26,1,10,1,0,1
"Campbell, Jordan and Zuniga",1,6,0,16,1,0,1
Campbell-Washington,0,31,1,8,0,0,1
"Roy, Walker and Young",1,36,0,18,1,1,1
Moss-Spears,0,4,1,15,1,1,0
Sweeney PLC,1,27,1,14,1,1,1
Coleman-Hogan,1,27,1,14,1,0,0
"Wells, Bell and Hampton",0,29,1,9,0,1,1
"Jacobs, Avila and Jones",0,11,0,0,0,0,1
Todd Inc,0,34,0,1,1,1,1
Santiago-Mccormick,0,28,1,6,0,0,1
"Roy, Lewis and Johnson",1,22,1,9,1,0,0
"Soto, Sanchez and Lang",0,36,1,20,0,0,0
Gibbs-Allen,0,5,1,8,0,0,1
Brown Ltd,1,42,1,5,1,1,1
Reeves-Welch,1,43,1,8,1,0,1
"Smith, Hayes and Ware",0,5,0,13,1,0,0
"Cannon, Boyd and Reed",1,23,0,0,0,0,1
"Hernandez, Benson and Gonzalez",1,38,0,10,0,0,1
"Lane, Medina and Miller",1,40,1,8,1,0,1
"Ho, Yang and Barrett",1,25,0,1,1,1,0
Orozco LLC,0,40,1,18,1,1,0
Brown-Garza,0,48,1,7,1,0,1
Oconnell Inc,0,10,1,3,1,1,0
Morales Ltd,0,12,0,3,0,0,1
Bush and Sons,1,45,0,14,0,1,0
Duncan-Frank,1,6,1,2,0,0,0
"Herman, Lyons and Edwards",1,4,0,11,1,1,1
Brady Group,1,4,0,9,1,0,0
"Robbins, Yang and Moore",0,20,1,0,1,0,1
Price Group,1,11,1,14,1,1,1
Stafford LLC,0,34,0,0,1,1,1
"Rivera, Delgado and Torres",1,3,0,9,1,1,0
Norman Ltd,0,45,1,0,0,1,0
Fletcher-Smith,1,21,0,19,0,0,1
"Stevenson, Carr and Martinez",1,16,0,6,0,0,1
Sandoval-Miles,0,15,1,10,1,0,1
"Lopez, Myers and Cline",0,47,1,2,1,1,1
Rodriguez-Hart,0,3,0,2,0,1,1
Meadows PLC,1,1,1,6,1,0,0
"Buck, Powell and Harris",0,40,1,8,0,0,1
Martin Inc,1,12,0,7,1,0,1
Johnson-Underwood,1,48,0,6,1,0,0
Gordon Inc,1,23,0,20,1,0,1
"Valencia, Pollard and Rodriguez",1,3,1,17,1,0,1
Martin and Sons,0,39,0,14,0,1,1
Campbell PLC,0,13,1,5,1,0,1
"Stephens, Velasquez and Forbes",1,15,0,14,1,1,0
"Elliott, Ramirez and Rogers",1,38,1,12,1,1,0
"Sanders, Garner and Jones",1,48,1,2,0,1,1
"Dunn, Evans and Bryan",0,47,0,2,0,1,1
Jimenez Inc,1,8,1,16,0,1,1
Thomas Inc,1,14,1,14,1,0,0
"Bailey, Hall and Garrison",0,25,0,4,1,0,1
Trujillo Inc,0,41,1,8,1,1,0
"Floyd, Salinas and Perez",1,3,0,11,0,0,1
"Reyes, Nunez and Martinez",1,3,0,8,1,0,1
Lutz-Brennan,1,46,0,4,1,1,0
Horne Ltd,0,30,1,19,1,1,0
Johnson-Small,0,15,0,5,1,0,1
Harris LLC,0,20,1,14,0,1,0
"Smith, Williams and Miller",1,0,1,8,1,1,0
Lamb Group,1,12,1,4,1,0,0
"Reynolds, Freeman and Ibarra",0,49,1,19,1,1,0
Simmons-Yang,0,21,1,15,1,1,0
"Hall, Johnson and Hall",1,18,1,5,0,1,1
Barajas PLC,1,45,1,4,1,1,0
"Brown, Lee and Griffin",0,26,1,1,0,0,1
Lamb Group,1,12,1,4,1,0,0
Campbell-Sanchez,1,19,0,7,0,1,1
Baxter-Collins,1,38,1,4,1,0,0
Allen-Gonzalez,0,29,1,13,1,0,0
Glass-Frye,1,5,1,5,0,1,0
"Ruiz, Gilmore and Nguyen",0,35,1,13,1,1,0
Sutton-Davis,1,30,1,19,0,1,0
Mcdonald-Berry,1,0,0,6,1,1,1
White-Hicks,1,41,1,4,0,1,0
Williams Ltd,0,50,0,18,0,1,1
Calderon-Ford,1,16,1,18,0,1,0
"Hernandez, Franco and Obrien",1,6,1,14,0,1,0
"Green, Peterson and Walker",0,35,1,16,1,0,1
Lynch-Wright,1,43,0,0,0,0,1
"Gonzalez, Henderson and Jones",1,36,1,18,1,1,0
Henderson and Sons,0,5,0,6,1,1,1
Maddox LLC,0,26,1,12,1,1,0
Reilly-Brooks,0,35,0,3,0,0,1
White Inc,1,1,1,1,1,0,1
"Gomez, Lester and Waters",1,13,1,9,0,0,1
Roberts Inc,1,38,1,14,0,1,0
"Cruz, Johnson and Robertson",0,35,0,4,1,1,0
"Soto, Sanchez and Lang",0,36,1,20,0,0,0
Rodriguez Ltd,1,1,1,7,0,1,0
Ward-Schwartz,1,36,0,15,1,0,1
Long LLC,1,15,0,16,1,1,0
"Woodard, Guerrero and Tyler",1,22,1,14,1,1,0
Robinson Ltd,1,14,1,19,1,1,1
Smith Ltd,1,39,1,6,1,1,0
Huff-Webb,0,21,0,5,0,0,1
Cruz-Rodgers,1,16,1,10,0,1,1
Anderson-Reed,0,34,1,5,0,0,0
Perez-Smith,0,18,1,20,1,0,0
Moon PLC,1,23,0,7,1,1,1
Smith-Barber,1,47,0,20,1,0,0
"Avila, Thomas and Hernandez",0,7,0,5,0,0,1
Clay PLC,1,34,0,4,1,0,0
Delgado-Fletcher,0,24,0,18,0,1,1
Jones Group,1,28,1,3,1,0,0
"Carson, Robinson and Patel",0,21,1,15,1,0,1
Smith PLC,0,9,1,18,1,0,1
"Jackson, Nunez and Williams",1,46,0,6,1,0,0
Sloan Group,1,12,1,18,0,1,0
Scott-Moreno,1,25,0,11,1,0,0
Cobb Inc,0,33,1,6,1,0,1
Hamilton LLC,0,24,1,1,0,0,1
Leblanc Ltd,1,18,1,0,1,1,0
Elliott PLC,1,49,0,14,0,0,1
Mccoy Group,0,5,0,4,1,0,0
Johnson PLC,0,23,1,3,1,0,1
Francis-Wilson,1,0,1,1,1,1,0
Rivera Group,0,27,0,14,0,0,1
"Frey, Melendez and Martin",0,42,0,1,0,1,1
Mitchell-Hart,0,20,1,16,1,0,1
"Hernandez, Woods and Davis",1,27,0,2,1,0,1
Norris-Brown,1,34,1,1,1,1,0
Tapia-Smith,0,46,0,20,1,1,1
Coleman Inc,1,50,1,6,1,1,0
Pierce-Little,1,4,0,4,0,1,0
"Duncan, Riggs and Winters",1,23,0,8,0,0,1
Lewis-Oconnor,0,24,0,16,0,0,1
Mckenzie and Sons,0,36,1,16,1,1,0
Moore Group,1,22,1,18,0,0,0
"Goodman, Jackson and Richmond",1,7,0,7,1,0,0
Knight Inc,1,25,0,9,1,1,1
Mckinney Ltd,1,18,0,4,1,0,0
Buchanan and Sons,0,41,0,11,1,1,1
Miller-Whitaker,0,5,1,3,1,0,0
Dawson Inc,0,41,0,3,0,1,1
"Cruz, Johnson and Robertson",0,35,0,4,1,1,0
Lewis Ltd,0,8,0,9,0,0,1
Coleman LLC,1,22,1,10,1,1,0
Smith Inc,1,17,0,14,1,1,1
Little LLC,0,43,1,9,0,0,1
Garcia-Richardson,1,42,0,12,1,1,1
Martinez-Anderson,1,46,0,8,1,1,0
Wang-Warren,1,40,0,2,0,0,1
"Rojas, Snyder and Decker",1,43,1,17,0,1,0
King and Sons,1,47,0,14,0,0,1
Taylor-Hampton,0,20,0,4,1,1,1
"Barton, Knight and Villanueva",1,35,1,9,1,1,0
Williams Ltd,1,20,1,12,1,1,0
Simpson-Christensen,1,22,1,16,1,1,0
Page-Bush,1,11,0,10,0,1,0
Crawford Inc,0,44,1,0,0,1,1
Green-Sanchez,0,8,0,17,0,1,1
Calhoun PLC,1,32,0,1,1,1,0
Simmons PLC,1,11,0,1,1,1,0
Williams-Underwood,1,6,1,14,1,1,0
Johnson-Garcia,1,48,1,18,1,0,0
"Goodwin, Phillips and Henry",0,32,0,16,0,1,1
Frost Inc,1,43,1,7,0,0,0
Case-Beard,1,22,0,6,0,1,1
Turner Ltd,0,21,1,18,0,1,1
"Romero, Maynard and Wheeler",1,38,1,11,1,1,0
"Rubio, Ewing and Wallace",0,17,1,4,1,1,0
James and Sons,1,41,1,19,1,1,0
Leonard-Brown,1,37,1,1,1,0,1
Garza PLC,1,16,1,17,1,1,0
"Wilson, Davis and Brown",0,29,1,12,1,1,0
Smith-Newton,1,13,0,6,0,1,1
"Kim, Foley and Pham",0,12,1,20,1,1,1
Allen-Mcdonald,1,13,1,6,1,1,0
"Cox, Olson and Brown",0,24,1,8,1,1,0
"Brooks, Johnson and Duncan",0,4,0,5,0,1,1
"Graves, Wong and Henderson",1,3,1,11,1,1,0
James and Sons,1,41,1,19,1,1,0
Kennedy-Ford,1,20,1,6,1,0,0
"Levine, Chang and Taylor",1,3,0,16,0,0,1
"Jones, Conway and George",1,32,0,19,1,1,1
Hernandez and Sons,1,8,0,14,1,1,0
"Dunlap, Schneider and Mendoza",0,19,1,18,0,1,1
"Hayes, Stout and Heath",0,31,1,11,1,1,1
"Hampton, Kelly and Smith",0,39,0,20,1,1,0
"Gordon, Johns and Atkinson",1,9,1,16,0,0,0
Barton-Walker,1,4,1,14,0,1,0
White-Robinson,1,29,1,4,1,1,0
Werner-Morales,0,31,0,13,0,1,1
Nicholson Ltd,0,43,1,17,0,0,1
Townsend-Schaefer,1,6,1,14,1,1,1
Gomez Ltd,0,28,1,4,1,1,0
"Andrews, Bullock and Neal",1,49,1,7,0,0,1
Webb Group,1,49,0,17,1,0,0
Floyd-Smith,0,48,0,10,0,1,1
Evans-Gomez,0,20,0,10,1,0,0
Moody-Munoz,0,15,1,16,0,0,1
Gordon PLC,0,21,1,2,0,0,1
"Gray, Rodriguez and Morales",0,10,1,8,1,0,1
"Hampton, Kelly and Smith",0,39,0,20,1,1,0
"Dean, Hart and Nelson",1,29,1,19,0,0,1
Carrillo-Perry,1,4,1,19,0,1,1
Bass and Sons,1,37,1,9,0,0,1
Carr-Rose,0,48,1,11,0,1,0
"Shah, Obrien and Thomas",0,45,1,16,1,1,0
"Bell, Berry and Sharp",1,40,1,11,1,1,0
"Webb, Green and Robinson",1,36,1,13,1,0,0
"Ross, Lee and West",0,28,1,14,1,0,0
Jenkins-Briggs,1,43,0,3,1,1,1
Olson-Smith,0,47,1,7,1,1,1
Johnson LLC,0,39,0,16,0,1,1
Murphy-Clark,1,39,0,13,1,1,1
Roberts LLC,0,49,0,15,0,0,1
George LLC,0,49,1,12,0,0,1
"Ward, Hoffman and Berry",1,24,1,17,0,0,0
"Hanson, Dawson and Soto",0,37,0,2,0,0,1
Caldwell-Young,1,40,1,2,0,0,1
Bradley PLC,0,49,1,16,0,0,1
Chan-Hudson,1,45,1,6,0,1,0
Sharp Inc,0,5,1,17,1,1,1
Dyer LLC,1,11,1,5,1,1,0
"Bell, Berry and Sharp",1,40,1,11,1,1,0
"Lee, Nguyen and Miller",0,29,1,20,0,1,1
Jones-Johnson,1,34,0,15,0,1,1
Johnson-Johnson,0,36,1,6,0,0,1
"Norton, Middleton and Browning",1,37,0,9,1,0,1
"Reynolds, Freeman and Ibarra",0,49,1,19,1,1,0
"Gill, Smith and Porter",1,36,1,6,0,0,1
Mclaughlin-Watkins,1,3,1,17,0,1,1
Stewart-Cooper,1,16,1,6,0,0,0
"Lane, Robertson and Roberts",0,12,1,20,1,1,0
Ayala Ltd,0,7,1,19,1,1,0
"Williams, Carr and Patrick",0,28,0,13,0,0,1
Martin Inc,1,15,0,11,1,1,0
Berg-Reynolds,1,30,1,10,1,1,0
Wright LLC,0,17,0,20,1,0,1
Combs Inc,0,38,1,12,0,1,1
"Price, Miller and Rivera",0,13,1,18,1,1,1
Bailey-Chen,1,26,0,15,0,0,1
"Mccoy, Marshall and Collins",0,20,1,20,0,1,1
"Moore, Foster and Taylor",1,32,1,12,0,0,1
Ballard Group,1,5,1,1,1,1,0
Boone-Johnston,1,8,1,19,1,0,1
Hernandez-Henry,1,45,1,2,1,1,0
"Mcdaniel, Wilson and Stokes",1,27,1,10,1,0,0
Ross PLC,0,9,1,8,1,1,0
"Krause, Roberts and Pollard",0,32,1,5,0,1,1
"Robinson, Mathews and Ortiz",1,37,1,11,1,0,1
Sanders-Collins,1,30,1,6,0,1,1
Smith Group,1,21,0,20,1,0,1
Davis-Nichols,1,44,0,9,1,0,1
Lopez-Holden,1,17,1,15,1,1,0
Escobar-Williams,1,34,0,18,1,1,1
Washington-Cox,1,4,1,0,1,1,1
"Moore, Gomez and Adams",1,6,1,10,0,1,0
Flores-Melton,1,46,1,13,1,1,0
Smith LLC,1,18,1,3,1,1,0
Flynn and Sons,1,45,1,15,0,1,0
Carr-Rose,0,48,1,11,0,1,0
Taylor Group,1,18,1,9,0,0,1
